Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment
Elizabeth Morales,stylus worthless chrome operating system flawed keyboard backlight weak,ok realized going chrome oftentimes complained chrome machine saying chrome crummy system fact find computer runs chrome fast hiccups problem chrome many things come expect windows ms dos whatever it’s called fast every halfway normal operation accomplished problems arise example put photo wallpaper opening menu can’t manipulate photo large screen couldn’t adjusted use supplied pictures big deal ability something expected stunned program refused several “what’s going “ moments think get ideathis machine fast surfed web problems looked amazon read books numerous graphs complex pictures looked photos without difficulty asus load google documents documents loaded document files icloud nothing flat augment internal memory added 256 gb microchip instantly recognized however jump hoops realized nothing saved moved chip found needed adjustment settings moving ahead really enjoy able add memory computer chip think major advantage machines don’t capabilitythe machine problems might considered deal killers people first keyboard good difficult type resulted numerous corrections made actually purchased another keyboard logitech hooks computer bluetooth keyboard successfully paired able begin typing consider standard keyboard many errors disappeared think keyboard big problem computer backlight keyboard almost useless note back light low setting extremely difficult see keys increase brightness pressing alt key pressing increase brightness key function keys across top keyboard increase substantially brightness however find even brightest setting keyboard difficult see may work well low light conditions room regular light still difficult ascertain key experience typist find problem people like think substantial problemon keyboard caps lock omitted confusing find using caps lock constant undertaking achieve capitals operator must press alt key little magnifying glass key machine lock cabsthe weight computer nothing sneeze number pounds seems small try holding arms length 10 seconds quickly see weight necessary considerationin opinion screen sharp easy read demanding screen details go price viewing movies isn’t problem fact looks quite nicei saved worst last particular computer asus stress good stylus associated bought stylus amazon especially careful use exact number computer models near number model styluses work models work computer stylus bought allow one draw computer stylus badly lags used drawing stylus accurate placing line may computer stylus however lack ability accurately use stylus nearly deal killer used using apple ipad pro 125 inch able use stylus almost incomprehensible stage computer development asus computer work highly specific styluses disappointing took week start looking stylus pair machine known limited availability styluses nearly usable nature stylus particular machine would purchased laptop computer really enjoy drawing drawing ipad one favorite hobbies looking forward able sketch asus computer find impossible particular machine unfortunate previous reviews read mention difficulty pairing stylus computer horrible nature resulting stylus lines person attempted draw amazon’s return policy computers prevents returning machine suppose could trade somewhere try would quite expensive next machine avoid chrome definitely either come stylus good stylus readily available machine cannot draw anathema mead2,4.3 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 24, 2023","{'neg': 0.107, 'neu': 0.802, 'pos': 0.092, 'compound': -0.9669}",-0.9669,negative
Alan Dale Daniel,great baseline laptop weak sound bad physical quality,laptop basics need say sound quality strength bad always connect bluetooth speaker im watching something also within 8 month buying physical damage machine never dropped mishandled warranty get fixed overall feel price worth,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 10, 2022","{'neg': 0.085, 'neu': 0.85, 'pos': 0.065, 'compound': -0.3818}",-0.3818,negative
Alan Dale Daniel,tried chromebook instead laptopbig mistake,im senior lady 71 years old used computers whole adult life ordered chromebook instead usual purchases past laptops reading differences two spoke soninlaw differences got impression much difference received chromebook four days ago surprised nice heavy first compared laptops ive used im using fall lap move little going keep mind find right laptop chromebook opinion one great quality quite solid sturdy two favorite things chromebook one screen clear colorful easy read best screen ever used touch screen precise using laptop example ones used past always difficult select exact spot want cursor would need select go back select go back line letter number dont know due clarity screen programming constantly select reselect blessing fact fold screen work tablet great dont necessarily like touchy folded started using tablet hands holding use tablet kept touching onoff button sidei would touch enter keys shift keys kept ending somewhere didnt want chromebook said one features backlit keyboard poor one could see somelighting underneath keys letters numbers keys light good lighting underneath doesnt light actual lettersnumbers im also frustrated chromebook keyboard simple laptop could switch screens opened using alt key tab key chromebook wanted type word fully caps touch shift key chromebookfor learned worked chromebook past believe would good one tryreally feels solid sturdy im going returning one keep researching best inexpensive laptop get sending back refund keep looking laptop im use,2.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on July 10, 2022","{'neg': 0.029, 'neu': 0.855, 'pos': 0.116, 'compound': 0.9944}",0.9944,positive
Elizabeth Morales,excellent laptop price point,bought two around 300 excellent laptop price point trackpad less responsive macbook pro otherwise quality device suits needs,2.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 24, 2023","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6322}",0.6322,positive
Elizabeth Morales,keyboard hard see,like reviews said keyboard could improved sold mine shortly got cant say much functions looked slick first glance,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on December 4, 2022","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.6808}",0.6808,positive
Frances Rathmanner,nice chromebook,wanted really love get go setting printer pain let maybe help someone else canon mg6100 series printer ready google print cloud option anymore finally downloaded print share app printer worked printed test page thing buy premium app 1099 printed premium app works cheaper buying new printer less pain sending chromebook back finding one works printer,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 23, 2023","{'neg': 0.065, 'neu': 0.837, 'pos': 0.098, 'compound': 0.5003}",0.5003,positive
firsttimemom,keyboard writing hard see,laptop totally fine except could easily see writing keys it’s shiny nearly color keys ended purchasing silicone key cover works great seems like really poor design,3.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on March 23, 2023","{'neg': 0.114, 'neu': 0.744, 'pos': 0.142, 'compound': 0.1358}",0.1358,positive
Lucy Pangelinan,cannot beat price,overall paid good chromebook get 8 hours charging required charged almost 100 1 hour use sufficient wanted touchscreen backlit keyboard got continually dim backlit keyboard able see letters keys grey keyboard backlit obscures greyish lettering keys well lit room opinion audio could better sufficient paid flip feature sturdy functional price wise good buy,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 18, 2023","{'neg': 0.011, 'neu': 0.853, 'pos': 0.136, 'compound': 0.9464}",0.9464,positive
Joann,great little flip book,purchased personal use laptop bit great nonwork needs primarily working google docs streaming issue light keyboard extremely dim hard see keys youre hitting times purchased keyboard cover reason,5.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on February 24, 2023","{'neg': 0.027, 'neu': 0.906, 'pos': 0.066, 'compound': 0.5302}",0.5302,positive
bachard,6 months great overall laptop,bought last summer personal use screen great responsive touch bright easy two screens side side turns fast youd expect stays fast dozens tabs open applications impact performance battery life diminished noticeable yeti read another review talking dim backlit keyboard agree still see keys need letters dont exactly pop although im sure would trade long battery life,4.0 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on January 12, 2023","{'neg': 0.037, 'neu': 0.857, 'pos': 0.106, 'compound': 0.7512}",0.7512,positive
WaywardSand,excellent chromebook,anyone looking chromebooks days trying choose one quite ride many choose many price points feature setsthis first adventure chromebook looks like os pretty mature days manufacturers putting together designs great feature sets aggressive pricesanyway initial chromebook chose start adventure precisely offered correct blend features pricing tempted go straight pixelgo heard repeated reports weak chassis breaking hinges thought hey go lower end unit initially give true view adaptability power chrome osthis unit fired right box issues configuration automatic updates within 10 minutes power simple smoothone thing led model brand chromebook acers put great set io connections design get two usbc two usb 31s typical audio jack frankly ever expect need chromebookit important find chromebook design truly fanless ie self cooled n4000 processor makes easy efficient plant use machine variety locations dust lint etc troublesome laptops fanskeyboard response smooth comfortableunit light weight 14 inch display respectable physical dimensions chassis feels strong ruggeddisplay fabulous full 1080p display plenty brightness contrastthe unit comes 15gb 64 used os files right boxit fast responsive course runs chrome browser extremely well little celeron n4000 series processor working nicely given laptop space days processor likely expensive component going n4000 instead i3 variant processor helps notably reduce costpricebattery life superb ran test last night leaving display active chrome open active web page 85 hours still reported 6 hours battery left course activity current less battery life test overnight gives great initial baselinethere still things chrome os improved true regardless machine may choosetime tell many years last price point really disposable recyclable unit time comes right box extremely pleased purchase,4.5 out of 5 stars,Yes,"Reviewed in the United States 🇺🇸 on May 25, 2021","{'neg': 0.035, 'neu': 0.794, 'pos': 0.17, 'compound': 0.9976}",0.9976,positive
